id,'duration','protocol_type','service','flag','src_bytes','dst_bytes','land','wrong_fragment','urgent','hot','num_failed_logins','logged_in','num_compromised','root_shell','su_attempted','num_root','num_file_creations','num_shells','num_access_files','is_host_login','is_guest_login','count','srv_count','serror_rate','srv_serror_rate','rerror_rate','srv_rerror_rate','same_srv_rate','diff_srv_rate','srv_diff_host_rate','dst_host_count','dst_host_srv_count','dst_host_same_srv_rate','dst_host_diff_srv_rate','dst_host_same_src_port_rate','dst_host_srv_diff_host_rate','dst_host_serror_rate','dst_host_srv_serror_rate','dst_host_rerror_rate','dst_host_srv_rerror_rate','class', 'host_ip'
2295,0,tcp,http,SF,189,580,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,1,0,0.2,4,255,1,0,0.25,0.01,0,0,0,0,0,222.211.151.74
2296,0,udp,domain_u,SF,46,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,220,0,0,0,0,0.99,0.01,0.01,255,254,1,0.01,0,0,0,0,0,0,0,126.228.226.203
2297,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,8,0,0,1,1,0.08,0.08,0,255,8,0.03,0.07,0,0,0,0,1,1,1,164.10.160.232
2298,0,tcp,http,SF,228,2183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,11,255,1,0,0.09,0.02,0,0,0,0,0,189.72.30.208
2299,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,1,0.12,0,0,0.33,0.67,0.12,255,22,0.09,0.05,0.01,0,0.82,1,0.02,0,1,209.175.17.97
2300,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0.17,0,0.5,1,0,0.83,175,86,0.34,0.02,0.01,0.02,1,1,0,0,1,177.251.177.111
2301,0,icmp,urp_i,SF,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,1,0,0.02,0,0,0,0,0.03,0,1,12.83.118.125
2302,0,tcp,http,SF,319,3948,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,1,0,0.33,12,255,1,0,0.08,0.02,0,0,0,0,0,159.41.59.140
2303,0,icmp,eco_i,SF,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,1,0,1,2,102,1,0,1,0.25,0,0,0,0,1,75.214.102.248
2304,280,tcp,ftp_data,SF,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,9,6,0.67,0.22,0.67,0,0,0,0,0,1,166.194.194.4
2305,0,tcp,http,SF,325,6621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,1,0,0.17,35,255,1,0,0.03,0.05,0,0,0,0,0,137.187.30.172
2306,0,tcp,http,RSTR,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,3,10,0,0,0.67,0.2,1,0,0.3,255,255,1,0,0,0,0.01,0.01,0.06,0.06,1,186.229.56.7
2307,0,tcp,http,SF,269,851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,242,255,1,0,0,0.01,0,0,0,0,0,184.47.143.56
2308,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0.84,0.84,0.13,0.13,1,0,0,255,255,1,0,0,0,0.18,0.18,0.7,0.7,1,68.115.93.79
2309,0,tcp,ftp_data,SF,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,68,0.27,0.02,0.27,0,0,0,0.01,0,0,124.65.111.165
2310,0,tcp,telnet,SF,123,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,211,0.83,0.02,0,0,0,0,0.02,0.03,1,164.178.156.202
2311,0,tcp,smtp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,9,0,0,1,1,0.04,0.07,0,255,9,0.04,0.07,0,0,0,0,1,1,1,26.151.70.206
2312,0,udp,domain_u,SF,45,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,210,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,0,199.42.92.108
2313,0,tcp,http,SF,324,2765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,179.139.67.196
2314,0,udp,private,SF,52,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,255,1,0,0.89,0,0,0,0,0,0,7.66.110.2
2315,0,tcp,ssh,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,17,0,0,1,1,0.06,0.06,0,255,17,0.07,0.06,0,0,0,0,1,1,1,190.180.70.9
2316,0,udp,private,SF,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0,0,0,0.14,0.28,0,255,4,0.02,0.85,0.2,0,0,0,0.8,0,0,165.219.0.58
2317,0,udp,domain_u,SF,45,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,384,0,0,0,0,1,0.01,0.01,255,255,1,0,0,0,0,0,0,0,0,61.237.138.181
2318,0,tcp,http,SF,309,731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,30,129,1,0,0.03,0.05,0,0,0,0,0,135.201.205.59
2319,0,tcp,http,SF,316,3632,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,32,227,1,0,0.03,0.06,0,0,0,0,0,93.120.244.62
2320,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,18,1,1,0,0,0.12,0.06,0,255,18,0.07,0.06,0,0,1,1,0,0,1,121.109.39.98
2321,0,tcp,http,SF,322,9597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0,0,0,0,0,167.127.139.9
2322,0,tcp,finger,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,1,0,0,1,1,0,0.07,0,255,1,0,0.07,0,0,0,0,1,1,1,141.128.124.111
2323,0,tcp,http,SF,300,1131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,106,255,1,0,0.01,0.02,0,0,0,0,0,15.102.111.217
2324,0,tcp,http,SF,342,190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,205,255,1,0,0,0.01,0,0,0,0,0,203.21.172.217
2325,0,tcp,telnet,SF,21,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.33,1,0,158,102,0.41,0.03,0.01,0.02,0,0,0.16,0.44,1,149.135.209.189
2326,0,tcp,http,SF,308,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,255,230,0.9,0.02,0,0,0,0,0.06,0,0,149.155.49.130
2327,0,tcp,rje,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,16,0,0,1,1,0.06,0.06,0,255,16,0.06,0.06,0,0,0,0,1,1,1,138.175.246.14
2328,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,114,50,0.04,0.05,0.04,0.04,0.01,0,0.01,0,1,112.130.198.78
2329,281,tcp,ftp,SF,158,593,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,17,0.07,0.89,0,0,0,0.06,0.86,0,1,61.116.189.31
2330,2,tcp,smtp,SF,869,337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,154,137,0.39,0.05,0.01,0.01,0.01,0,0.02,0.02,0,113.248.59.73
2331,0,tcp,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,143,1,0.01,1,1,0,1,1,0,0,1,107.200.235.247
2332,7482,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,194,0.76,0.02,0,0,0.35,0.36,0.01,0.01,1,32.137.68.152
2333,0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,1,1,1,0,1,85,50,0.15,0.06,0.01,0.04,0.02,0,0.85,1,1,11.58.207.156
2334,2075,tcp,http,RSTR,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,8,0,0,1,1,1,0,0,255,231,0.91,0.02,0,0,0,0,0.08,0.09,1,64.65.142.139
2335,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,16,16,1,0,1,0,0,0,0,0,1,37.106.145.126
2336,0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0.02,0,0,0,0,0,0,63.75.55.183
2337,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,1,0,0.33,255,254,1,0.01,0,0,0,0,0.07,0.07,1,24.127.150.197
2338,0,tcp,http,SF,247,5480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.4,255,255,1,0,0,0,0,0,0,0,0,26.17.142.53
2339,0,tcp,http,SF,282,1600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,128,255,1,0,0.01,0.02,0,0,0,0,0,177.170.254.186
2340,0,tcp,ldap,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,15,0,0,1,1,0.14,0.07,0,255,15,0.06,0.05,0,0,0,0,1,1,1,36.186.253.83
2341,804,tcp,http,RSTR,56504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71,71,0.03,0.03,0.97,0.97,1,0,0,255,253,0.99,0.01,0,0,0.01,0.01,0.4,0.4,1,64.159.149.244
2342,0,tcp,ctf,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,4,0,0,1,1,0.02,0.06,0,255,4,0.02,0.07,0,0,0,0,1,1,1,49.82.132.127
2343,0,tcp,http,SF,309,774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,8.232.14.142
2344,7514,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,179,0.7,0.28,0,0,0.5,0.71,0.27,0.01,1,35.54.16.23
2345,0,tcp,http,SF,328,933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,30,0,0,0,0,1,0,0.1,27,255,1,0,0.04,0.02,0,0,0,0,0,179.150.196.123
2346,0,tcp,hostnames,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,7,0,0,1,1,0.03,0.07,0,255,7,0.03,0.07,0,0,0,0,1,1,1,48.84.56.191
2347,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.79,0.78,0,0,0,0.78,1,1,84.89.207.183
2348,0,udp,domain_u,SF,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,1,0,0.5,149,3,0.02,0.04,0.01,0,0,0,0,0,0,162.108.189.79
2349,0,tcp,telnet,S3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,51,0.2,0.71,0,0,0.1,0.51,0.69,0,1,67.225.189.231
2350,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3,1,1,0,0,0.02,0.1,0,255,3,0.01,0.09,0,0,1,1,0,0,1,76.86.202.237
2351,0,tcp,ftp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,18,0,0,1,1,0.13,0.07,0,255,18,0.07,0.06,0,0,0,0,1,1,1,215.166.250.81
2352,0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,151,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,1,6.157.2.69
2353,0,tcp,telnet,SF,124,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,29,0.11,0.02,0,0,0,0,0,0.03,1,3.180.189.51
2354,0,tcp,courier,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1,0,0,1,1,0.01,0.06,0,255,1,0,0.05,0,0,0,0,1,1,1,168.23.255.194
2355,808,tcp,http,RSTR,55744,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,27,0,0,1,1,1,0,0,255,253,0.99,0.01,0,0,0.01,0.01,0.59,0.6,1,96.139.212.104
2356,0,tcp,printer,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,14,0,0,1,1,0.12,0.07,0,255,14,0.05,0.06,0,0,0,0,1,1,1,145.70.26.236
2357,0,udp,private,SF,47,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,140,0,0,0,0,1,0,0,255,255,1,0,0.55,0,0,0,0,0,0,158.203.238.169
2358,0,tcp,telnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0.32,1,0.42,1,0,0.74,8,85,0.38,0.62,0.12,0.04,0,0,0.62,0.68,1,104.195.246.230
2359,0,tcp,telnet,S3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,152,0.6,0.02,0,0,0.54,0.51,0.01,0.01,1,122.86.193.78
2360,280,tcp,ftp_data,SF,283618,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,10,16,1,0,1,0.12,0,0,0,0,1,86.223.31.149
2361,1,tcp,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0.33,0,0.67,0.67,0,255,245,0.96,0.04,0,0,0,0,0.04,0,1,54.27.10.94
2362,0,tcp,http,SF,271,398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,157.79.64.18
2363,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,17,0,0,1,1,0.08,0.06,0,255,17,0.07,0.05,0,0,0,0,1,1,1,151.183.101.251
2364,282,tcp,ftp,SF,159,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,17,15,0.88,0.12,0.06,0,0,0,0,0,1,213.30.99.189
2365,0,tcp,http,SF,202,321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,194.241.229.180
2366,0,icmp,eco_i,SF,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,110.205.212.137
2367,0,tcp,http,SF,218,282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,38,255,1,0,0.03,0.04,0,0,0,0,0,120.155.79.92
2368,7446,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,196,0.77,0.22,0,0,0.5,0.65,0.22,0.01,1,58.66.128.6
2369,0,tcp,http,SF,149,362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.4,12,251,1,0,0.08,0.06,0,0,0,0,0,7.129.84.15
2370,0,tcp,http,SF,214,6356,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,160.22.22.34
2371,20,tcp,ftp,SF,233,767,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,137,55,0.39,0.04,0.01,0.04,0,0,0.01,0.02,0,101.152.71.157
2372,0,tcp,http,SF,291,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0.4,138,255,1,0,0.01,0.02,0,0,0,0,0,212.163.250.75
2373,5,tcp,pop_3,SF,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,120,105,0.87,0.03,0.01,0.02,0,0,0.08,0,1,92.163.42.219
2374,0,tcp,netbios_ns,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,7,0,0,1,1,0.03,0.07,0,255,7,0.03,0.07,0,0,0,0,1,1,1,40.135.136.22
2375,7598,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,175,0.69,0.02,0,0,0.45,0.44,0.01,0.01,1,206.50.38.80
2376,0,udp,private,SF,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,1,0,0,255,18,0.07,0.02,0.07,0,0,0,0,0,0,1.76.45.154
2377,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,16,0,0,1,1,0.14,0.06,0,255,16,0.06,0.06,0,0,0,0,1,1,1,96.211.27.157
2378,0,udp,private,SF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,253,0.99,0.01,0.01,0,0,0,0,0,1,25.107.146.130
2379,2,tcp,smtp,SF,1586,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,255,115,0.45,0.02,0,0,0,0.01,0,0,0,140.160.3.8
2380,0,tcp,http,SF,266,2502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,51,255,1,0,0.02,0.03,0,0,0,0,0,197.180.238.168
2381,0,tcp,http,SF,193,27246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,1,0,0.5,255,255,1,0,0,0,0,0,0,0,0,33.58.21.13
2382,0,tcp,http,SF,207,1051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,1,0,0.31,10,255,1,0,0.1,0.02,0,0,0,0,0,139.51.186.113
2383,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,18,1,1,0,0,0.37,0.06,0,255,63,0.25,0.02,0.01,0,0.96,1,0,0,1,71.7.169.20
2384,899,tcp,http,RSTR,75904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,34,0.06,0.06,0.94,0.94,1,0,0,255,255,1,0,0,0,0.01,0.01,0.61,0.61,1,162.54.54.14
2385,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,1,0.04,0,0.96,1,0,1,0,255,1,0,1,0,0,0.01,0,0.99,1,1,43.39.183.89
2386,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,1,0.01,0,0.99,1,0.01,0.07,0,255,1,0,0.07,0,0,0.01,0,0.99,1,1,134.51.244.122
2387,0,tcp,http,SF,292,7367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,6,250,1,0,0.17,0.06,0,0,0,0,0,186.60.233.79
2388,0,tcp,ftp_data,SF,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.33,0,0.67,0.67,0.67,255,5,0.02,0.98,0.02,0,0.01,0,0.96,0,0,98.46.187.124
2389,60,tcp,telnet,S3,121,188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,255,1,0,0,0,0.01,0.01,0.02,0.02,1,39.56.210.167
2390,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,6,0,0,1,1,0.03,0.06,0,255,6,0.02,0.07,0,0,0,0,1,1,1,77.104.42.149
2391,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,510,0,0,0,0,1,0,0,92,75,0.82,0.02,0.82,0,0,0,0.01,0,1,110.131.232.186
2392,4,tcp,pop_3,SF,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,1,137.150.151.29
2393,0,tcp,http,SF,221,415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,1,0,0.17,255,255,1,0,0,0,0,0,0,0,0,63.57.3.231
2394,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,4,38,1,0,1,0.11,0,0,0,0,1,198.240.126.163
2395,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,376,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,1,209.240.187.123
2396,0,tcp,http,SF,220,13239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,1,0,0.21,21,255,1,0,0.05,0.03,0,0,0,0,0,168.42.197.193
2397,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,8,1,1,0,0,0.06,0.06,0,255,8,0.03,0.06,0,0,1,1,0,0,1,223.249.160.48
2398,0,udp,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,200,0,0,0,0,1,0,0.01,255,254,1,0.01,0.01,0,0,0,0,0,0,114.171.68.58
2399,0,tcp,vmnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,8,1,1,0,0,0.03,0.06,0,255,8,0.03,0.07,0,0,1,1,0,0,1,214.194.148.217
2400,0,tcp,telnet,S3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,146,0.57,0.39,0,0,0.46,0.81,0.38,0.01,1,213.203.92.191
2401,8152,tcp,telnet,SF,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,75,0.29,0.02,0,0,0.71,0.64,0.01,0.03,1,55.52.92.80
2402,0,tcp,printer,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,9,0.25,0,0.75,1,0.07,0.06,0,255,9,0.04,0.05,0,0,0.51,0,0.49,1,1,220.22.159.153
2403,0,tcp,http,SF,319,1467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0,0,0.01,0.01,0,0,0,93.128.141.159
2404,0,tcp,http,SF,225,4263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,21,0,0.1,0,0,1,0,0.29,29,255,1,0,0.03,0.07,0,0,0,0,0,102.8.136.107
2405,0,tcp,http,SF,305,2073,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,183.178.58.2
2406,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,15,0,0,1,1,0.07,0.06,0,255,15,0.06,0.06,0,0,0,0,1,1,1,34.53.231.206
2407,0,tcp,http,SF,214,1919,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,29,0,0,0,0,1,0,0.07,255,255,1,0,0,0,0,0,0,0,0,125.80.104.26
2408,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,7,0,0,1,1,0.06,0.06,0,255,7,0.03,0.06,0,0,0,0,1,1,1,83.172.152.189
2409,1,tcp,smtp,SF,780,343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,12,157,0.92,0.17,0.08,0.01,0,0,0,0,0,19.34.34.48
2410,0,tcp,http,SF,224,1409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,78,84,1,0,0.01,0.04,0,0,0,0,0,57.125.151.145
2411,0,tcp,http,SF,181,4623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,4,254,1,0,0.25,0.07,0,0,0,0,0,186.72.172.58
2412,0,tcp,other,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,1,0.06,1,0.94,0,0,1,0,255,1,0,1,0,0,0.05,1,0.95,0,1,174.175.255.118
2413,2074,tcp,http,S3,56504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9,0.44,0.44,0.56,0.56,1,0,0,255,242,0.95,0.01,0,0,0.02,0.02,0.22,0.24,1,47.224.164.210
2414,0,tcp,private,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,4,0,0,1,1,0.03,0.06,0,255,4,0.02,0.05,0,0,0,0,1,1,1,46.207.60.128
2415,4,tcp,pop_3,SF,26,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,161,143,0.88,0.02,0.01,0.01,0,0,0.06,0,1,163.7.6.148
2416,0,tcp,http,SF,297,714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,1,0,0.25,113,255,1,0,0.01,0.03,0,0,0,0,0,92.160.194.213
2417,8084,tcp,telnet,SF,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,87,0.34,0.02,0,0,0.64,0.49,0.01,0.02,1,131.78.128.56
2418,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,7,0,0,1,1,0.03,0.06,0,255,7,0.03,0.07,0,0,0,0,1,1,1,79.71.71.3
2419,0,tcp,http,SF,200,307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,1,0,0.2,255,255,1,0,0,0,0,0,0,0,0,170.97.147.216
2420,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,12,0.05,0.02,0,0,0,0,0.05,1,1,21.26.49.198
2421,0,tcp,http,SF,215,20934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,0.33,66,255,1,0,0.02,0.04,0,0,0,0,0,143.45.138.148
2422,293,tcp,telnet,SF,2773,41955,0,0,0,1,0,1,14,1,0,23,1,1,1,0,0,1,1,0,0,0,0,1,0,0,5,3,0.6,0.4,0.2,0,0,0,0,0,1,137.168.246.104
2423,0,tcp,http,SF,262,4966,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,41,255,1,0,0.02,0.04,0,0,0,0,0,194.36.42.186
2424,0,tcp,http,SF,359,392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,6,255,1,0,0.17,0.04,0,0,0,0,0,80.166.144.250
